efficacy,code,name,resource,composition,efficacy.1,indications,alias
治风方-疏散外风,601310232,理气祛风散,《古今医鉴》,青皮，陈皮，枳壳，桔梗，制天南星，清半夏，乌药，天麻，川芎，白芷，防风，荆芥，羌活，独活，白芍，甘草,理气祛风，化痰通络,中风，口眼歪斜,
治风方-疏散外风,601310249,丽泽通气汤,《兰室秘藏》,黄芪，苍术，羌活，独活，防风，升麻，葛根，炙甘草，麻黄，花椒，白芷,益气升阳，祛风散寒,肺气不足，外感风寒，鼻不闻香臭,
治风方-疏散外风,601310256,六安煎,《景岳全书》,陈皮，法半夏，茯苓，甘草，焊苦杏仁，芥子,化痰止咳，理肺散邪,风寒咳嗽，及非风初感，痰滞气逆者。痰质清稀、量多，脘闷不畅，饮食减少，舌苔白，脉滑,
治风方-疏散外风,601310263,龙脑膏,《医部全录》引《太平惠民和剂局方》,砂仁，薄荷，甘草，防风，川芎，桔梗，硝石，冰片，豆蔻,疏风利咽，消肿止痛,喉痹肿痛,
治风方-疏散外风,601310270,木香保命丹,《御药院方》,木香，生白附子，肉桂，杜仲，姜厚朴，藁本，独活，羌活，海桐皮，白芷，菊花，酒牛膝，金钱白花蛇，全蝎，威灵仙，天麻，当归，蔓荆子，炙狗骨，制天南星，防风，山药，炙甘草，天麻，麝香，朱砂粉,调养荣卫，升降阴阳，补益五脏,体虚中风，口眼隔斜，手足偏枯，四肢拘挛，屈伸不得，麻痹不仁，惊痫等病，遍身瘙痒疼痛，头目昏聩：风入腹中，拘急切痛，体如虫行，心神恍惚；伤风瘴疫，偏正头痛，诸般风气；或伤冷物，心腹大痛；或妇女胎前产后，中风壮热，体重头痛，眩晕欲倒，气闭血涩者,组成“狗骨”代用原方组成“虎骨”
治风方-疏散外风,601310287,清上蠲痛汤,《寿世保元》,酒当归，川芎，白芷，细辛，羌活，独活，防风，菊花，蔓荆子，漂苍术，麦冬，甘草，酒黄芩，生姜,疏风清热，通窍止痛,一切头痛，不问左右、偏正、新久,又名：驱风触痛汤
治风方-疏散外风,601310294,升麻黄连汤,《万病回春》,升麻，葛根，白芍，川芎，苍术，薄荷，荆芥，酒黄芩，水牛角，白芷，甘草，酒黄连,疏风清热,阳明经风热，面热,
治风方-疏散外风,601310300,升麻胃风汤,《医学入门》,升麻，白芷，当归，葛根，苍术，甘草，柴胡，藁本，羌活，黄柏，草豆蔻，麻黄，蔓荆子,祛风除热,虚风，能食麻木，牙关急搐，目内蠕聘，胃风面肿,
治风方-疏散外风,601310324,疏风汤,《万病回春》,当归，川芎，茯苓，陈皮，姜半夏，乌药，香附，白芷，羌活，防风，细辛，桂枝，甘草，生姜,疏风解表，通络止痛,风中在腑，恶风寒，拘急不仁者,
治风方-疏散外风,601310331,消毒保婴丹,《痘疹世医心法》,菟丝草，黑豆，赤小豆，升麻，净山楂，荆芥，防风，酒地黄，独活，甘草，酒当归，赤芍，黄连片，桔梗，朱砂粉，炒，牛劳子，丝瓜,清热散结，疏风,预防痘疹,"与“神功消毒保婴丹”(《摄生众妙方》)、“保婴丹""(《古今医鉴》)、“神效消毒保婴丹”(《寿世保元》)为异名同方"
治风方-疏散外风,601310348,甘桔汤,《古今医鉴》,玄参，甘草，桔梗，薄荷，连翘，牛蒡子，天花粉，远志，密陀僧,疏风清热，利咽止痛,治风热，咽喉肿痛，或喉痹,与“必用方甘桔汤”(《济众新编》)为异名同方
治风方-疏散外风,601310355,杏苏汤,《医方类聚》引《济生方》,橘红，紫苏叶，焊苦杏仁，蜜桑白皮，法半夏，浙贝母，白术，五味子，炙甘草,疏风清热，宣肺止咳,伤寒咳嗽，身热有汗，恶风，脉浮数，有热，服杏子汤不得者,"原名：橘苏散；方名见“杏苏汤”(《世医得效方》)。与“橘苏汤”(《赤水玄珠全集》)、“橘苏饮""(《杏苑生春》)为异名同方"
治风方-疏散外风,601310362,洗肝明目散,《万病回春》,当归尾，川芎，赤芍，地黄，黄连片，黄芩片，栀子，石膏，连翘，防风，荆芥，薄荷，羌活，蔓荆子，菊花，蒺藜，决明子，桔梗，甘草,清肝明目，疏风清热,治一切风热眼目赤肿、疼痛，脉数者,与“洗肝明目汤”(《东医宝鉴》)为异名同方
治风方-疏散外风,601310379,立效散,《兰室秘藏》,细辛，炙甘草，升麻，防风，龙胆,疏风清里,牙齿痛不可忍，及头脑项背痛，微恶寒饮，大恶热饮，小便滑数者,
治风方-平熄内风,601320019,羚角钩藤汤,《重订通俗伤寒论》,羚羊角镑片，钩藤，桑叶，菊花，地黄，白芍，川贝母，竹茹，茯神，甘草,凉肝熄风，增液舒筋,热盛动风证。肝风上扰，头晕胀痛，耳鸣心悸，手足躁扰，甚则痪疯，狂乱痉厥，及肝经热盛，热极动风，孕妇子痫，产后惊风；舌红，脉弦数,
治风方-平熄内风,601320026,镇肝熄风汤,《医学衷中参西录》,牛膝，赭石，龙骨，牡蛎，龟甲，白芍，玄参，天冬，川楝子，茵陈，麦芽，甘草,镇肝熄风，滋阴潜阳,类中风证，肝阳上亢，肝风内动，头目眩晕，或脑中时常作疼发热，或目胀耳鸣，或心中烦热，或时常噫气，或肢体渐觉不利，或口眼渐形歪斜，或面色如醉，甚或眩晕，至于颠仆，昏不知人，移时始醒，或醒后不能复原，精神短少，或肢体痿废，或成偏枯，其脉弦长有力,
治风方-平熄内风,601320033,天麻钩藤饮,《中医内科杂病证治新义》,天麻，钩藤，石决明，栀子，黄芩片，川牛膝，杜仲，干益母草，桑寄生，首乌藤，朱茯神,平肝熄风，清热活血，补益肝肾,肝经有热，肝阳偏亢证。头痛头胀，耳鸣目眩，少寐多梦，或半身不遂，口眼歪斜；舌红苔黄，脉弦数,
治风方-平熄内风,601320040,大定风珠,《温病条辨》,白芍，阿胶，龟甲，地黄，火麻仁，五味子，牡蛎，麦冬，炙甘草，鳖甲，鸡子，黄,滋阴熄风,阴虚风动证。下焦温病，热邪久羁，吸烁真阴，神倦痪疯，时时欲脱者；舌绛苔少，脉气虚弱,
治风方-平熄内风,601320057,钩藤饮,《医学正传》,钩藤，蝉蜕，防风，人参，麻黄，炒僵蚕，天麻，全蝎，炙甘草，川芎,清热熄风，益气解痉,小儿天钓。壮热惊悸，牙关紧闭，手足抽搐，头目仰视,
治风方-平熄内风,601320064,三甲复脉汤,《温病条辨》,炙甘草，地黄，白芍，麦冬，牡蛎，阿胶，火麻仁，鳖甲，龟甲,滋阴复脉，潜阳熄风,温邪深入下焦，热深厥甚，心中儋馆大动，甚或心胸疼痛；舌绛少苔，脉象细促,
治风方-平熄内风,601320071,绿风羚羊饮,《医宗金鉴》,玄参，防风，茯苓，知母，黄芩片，细辛，桔梗，羚羊角镑片，车前子，大黄,清热泻火，平肝熄风,绿风内障，头旋额痛，鼻、目牵引作痛,
治风方-平熄内风,601320088,羚羊角汤,《医醇剩义》,羚羊角镑片，龟甲，地黄，牡丹皮，白芍，柴胡，薄荷，菊花，夏枯草，蝉蜕，大枣，石决明,清肝补肾，潜阳祛风,肝阳风动之闭证。症见突然昏仆，不省人事，两手握固，牙关紧闭；舌苔黄腻，脉弦滑而数,
治风方-平熄内风,601320095,滋生青阳汤,《医醇剩义》,地黄，白芍，牡丹皮，黛麦冬，干石斛，天麻，菊花，石决明，醋柴胡，桑叶，薄荷，磁石,滋阴潜阳，平肝熄风,颤振之风阳内动证。症见眩晕头胀，面红，口干舌燥，易怒，腰膝酸软，睡有鼾声，头摇不能自主；舌红，苔薄黄，脉弦紧,
治风方-平熄内风,601320101,四物消风饮,《医宗金鉴》,地黄，当归，荆芥，防风，赤芍，川芎，白鲜皮，蝉蜕，薄荷，独活，柴胡，大枣,调荣养血，消风,赤白游风，滞于血分发赤色者,与“四物消风散”(《医钞类编》)为异名同方
治风方-平熄内风,601320118,救产止痉汤,《辨证录》,人参，当归，川芎，荆芥炭,补气养血，熄风柔肝,妇人新产之后，血虚发痉，忽然手足牵搐，口眼喝斜，头摇项强，甚则角弓反张,
治风方-平熄内风,601320125,阿胶鸡子黄汤,《重订通俗伤寒论》,阿胶，鸡子，黄，地黄，白芍，茯神，炙甘草，石决明，牡蛎，钩藤，络石藤,养血滋阴，柔肝熄风,邪热久留，灼伤真阴，筋脉拘急，手足蠕动，或头目晕眩；舌绛苔少，脉细而数,
治风方-平熄内风,601320132,羚羊角饮子,《秘传眼科龙木论》,羚羊角镑片，人参，茯苓，大黄，玄参，天冬，黄芩片，车前子,柔肝熄风,眼目疼痛外障。初患之时，忽然发动，疼痛如锥刺，睑皮亦如火炙,
治风方-平熄内风,601320149,搜风解毒汤,《本草纲目》,土茯苓，白鲜皮，金银花，薏苡仁，防风，木通，木瓜，大皂角,搜风通络，清热解毒,杨梅结毒，初起结肿，筋骨疼痛，及服轻粉药后筋骨挛痛，瘫痪不能动者,
治风方-平熄内风,601320156,琥珀抱龙丸,《活幼心书》,琥珀，天竺黄，檀香，人参，茯苓，甘草，枳壳，枳实，朱砂粉，山药，胆南星,镇静安神，清热化痰,小儿诸惊；四时感冒风寒、温疫邪热，致烦躁不宁，痰嗽气急；疮疹欲出发搐。小儿急惊之后，余热尚在者,"与“万金不换抱龙丹""(《良朋汇集》)为异名同方"
治风方-平熄内风,601320163,石决明散,《世医得效方》,石决明，决明子，青箱子，栀子，大黄，赤芍，麦冬，木贼，荆芥，羌活,清热平肝，祛风散邪，明目退翳,颗粒小泡侵及黑睛，并有赤膜伸入，畏光流泪，涩痛难开，口苦咽干，烦躁不宁。舌红，少苔，脉弦数,原名：大决明散；方名见“石决明散”(《普济方》)
治风方-平熄内风,601320170,风引汤,《金匮要略》,大黄，干姜，龙骨，桂枝，甘草，牡蛎，南寒水石，滑石，赤石脂，白石脂，紫石英，石膏,重镇潜阳，清热熄风,里热壅盛，肝风内动证。头痛眩晕，肢体麻木，偏瘫或四肢瘫痪，面红目赤，便秘尿赤，舌红苔黄，脉弦数，以及癫痫，小儿惊风抽搐,"与“紫石煮散”(《备急千金要方》)、""紫石汤""(《外台秘要》引《崔氏方》)、“引风汤”(《御药院方》)、“紫石散”“癫痫汤”(《普济方》)为异名同方"
治风方-平熄内风,601320187,鸡屎白散,《金匮要略》,鸡屎，白,清热祛风，通利二便,上肢或小腿卒然强直拘挛，不能屈伸，严重时转筋可由两腿牵引至少腹，拘急胀满，痛不可忍，小便黄热不利，舌红苔黄腻，脉弦有力,
治风方-平熄内风,601320194,侯氏黑散,《金匮要略》,菊花，白术，防风，桔梗，黄芩片，细辛，茯苓，牡蛎，人参，白矾，当归，干姜，川芎，桂枝,解表疏风，平肝潜阳，化痰除湿，补益气血,肝旺脾虚，痰风内生中风证。恶寒发热，头痛目眩，肢体酸重，麻木不仁，手足不遂，言语蹇涩，脉浮弦而滑者,
治风方-平熄内风,601320200,抑肝散,《保婴撮要》,柴胡，甘草，川芎，当归，麸炒白术，茯苓，钩藤,抑肝健脾，清热解痉,肝经虚热发搐，或痰热咬牙，或惊悸寒热，或木乘土而呕吐痰饮，腹胀食少，睡卧不安,又名：抑青丸
治燥方-轻宣外燥,601410017,杏苏散,《温病条辨》,紫苏叶，法半夏，茯苓，前胡，桔梗，枳壳，甘草，生姜，大枣，苦杏仁，陈皮,轻宣凉燥，理肺化痰,外感凉燥证。头微痛，恶寒无汗，咳嗽痰稀，鼻塞嗌塞；苔白，脉弦,
治燥方-轻宣外燥,601410024,桑杏汤,《温病条辨》,柔，叶，苦杏仁，北沙参，浙贝母，淡豆豉，栀子，梨皮,清宣燥热，润燥止咳,秋感温燥证。灼伤肺津，身不甚热，干咳无痰，咽干口渴；舌红，苔薄白而燥，右脉数大者,
治燥方-轻宣外燥,601410031,清燥救肺汤,《医门法律》,桑叶，蜜枇杷叶，麦冬，人参，甘草，阿胶，煅石膏，炒黑芝麻，炒苦杏仁,清燥润肺，养阴益气,温燥伤肺，气阴两伤证。头痛身热，干咳无痰，气逆而喘，咽喉干燥，鼻燥，胸满胁痛，心烦口渴，舌干少苔，脉虚大而数,与“清燥汤”(《伤寒大白》)为异名同方
治燥方-轻宣外燥,601410048,翘荷汤,《温病条辨》,连翘，薄荷，焦栀子，桔梗，绿豆皮，甘草,疏风清热，解毒消肿,燥气化火，清窍不利，耳鸣目赤，龈胀咽痛者,
治燥方-轻宣外燥,601410055,沙参麦冬汤,《温病条辨》,北沙参，玉竹，甘草，桑叶，白扁豆，天花粉，麦冬,滋阴润肺，化痰止咳,燥伤肺胃阴分证。津液亏损，咽干口渴，干咳痰少而黏，或发热，脉细数，舌红少苔者,
治燥方-轻宣外燥,601410062,清金化痰汤,《杂病广要》引《医学统旨》,黄芩片，栀子，桔梗，麦冬，浙贝母，橘红，茯苓，桑白皮，知母，瓜萎子，甘草,清肺化痰,咳嗽，咯痰黄稠腥臭，或带血丝，面赤，鼻出热气咽喉干痛；舌苔黄腻，脉象濡数,
治燥方-轻宣外燥,601410079,枇杷清肺饮,《外科大成》,人参，枇杷叶，甘草，黄连片，桑白皮，黄柏,清养肺胃，解毒化痰,肺胃热盛证之痤疮。面部潮红，粉刺灼热、疼痛或有脓疮；舌红，苔薄，脉细数,
治燥方-滋阴润燥,601420016,增液汤,《温病条辨》,玄参，麦冬，地黄,增液润燥,阳明温病，津亏便秘证。无上焦证，数日不大便，其阴素虚，不可用承气汤者；舌红，脉细数或沉而无力,
治燥方-滋阴润燥,601420023,麦门冬汤,《金匮要略》,清半夏，麦冬，甘草，人参，粳米，大枣,清养肺胃，降逆下气,虚热肺痿，肺胃津伤，虚火上炎，咳唾涎沫，气逆而喘咽干口燥；舌干红少苔，脉虚数,
治燥方-滋阴润燥,601420030,益胃汤,《温病条辨》,北沙参，麦冬，冰糖，地黄，玉竹,养阴益胃,胃阴损伤证。胃脘灼热隐痛、饥不欲食、口干咽燥、大便干结、干呕、呃逆；舌红少津、脉细数,
治燥方-滋阴润燥,601420047,养阴清肺汤,《重楼玉钥》,地黄，麦冬，甘草，玄参，浙贝母，牡丹皮，薄荷，炒白芍,养阴清肺，解毒利咽,阴虚燥热之白喉，喉间起白如腐，不易拨去，咽喉肿痛，初起发热，或不发热，鼻干唇燥，或咳或不咳，呼吸有声，喘促气逆，甚至鼻翼煽动，脉数,
治燥方-滋阴润燥,601420054,百合固金汤,《慎斋遗书》,地黄，熟地黄，麦冬，川贝母，百合，当归，白芍，甘草，玄参，桔梗,滋养肺肾，止咳化痰,肺肾亏虚，虚火上炎证。肾水不足，虚火刑金，咳嗽气喘，咽喉燥痛，痰中带血或咯血，手足烦热；舌红少苔，脉细数,
治燥方-滋阴润燥,601420061,凉血消风散,《朱仁康临床经验集》,地黄，当归，荆芥，蝉蜕，知母，苦参，蒺藜，石膏，甘草,凉血清热，养血消风,风热血燥证。皮损鲜红，皮疹不断出现，红斑增多，刮去鳞屑可见发亮薄膜，点状出血，有同形反应。伴心烦口渴，大便干，尿黄；舌质红，苔薄黄腻，脉弦滑或数,
治燥方-滋阴润燥,601420078,活血润燥生津饮,《医学入门》,天冬，麦冬，五味子，瓜萎子，火麻仁，甘草，当归，地黄，熟地黄，天花粉,活血，润燥，生津,燥渴,
祛湿方-燥湿和胃,601510014,平胃散,《医方类聚》引《简要济众方》,漂苍术，姜厚朴，陈皮，炙甘草，大枣，生姜,燥湿运脾，行气和胃,湿困脾胃，脘腹胀满，不思饮食，口淡无味，呕吐恶心，嗳气吞酸，常多泄泻，肢体沉重，怠惰嗜卧，舌苔白腻而厚脉缓,"与“受拜平胃散”(《济生拔萃》)、“神效平胃散”(《万氏家传保命歌括》)、“生料平胃散""(《世医得效方》)、“平胃丸”(《中国医学大辞典》)为异名同方"
祛湿方-燥湿和胃,601510021,藿香正气散,《太平惠民和剂局方》,大腹皮，白芷，紫苏叶，茯苓，白术，半夏曲，陈皮，姜厚朴，桔梗，广藿香，炙甘草,解表化湿，理气和中,外感风寒，内伤湿滞证。发热恶寒，头痛，胸膈满闷脘腹疼痛，恶心呕吐，肠鸣泄泻，舌苔白腻等,
祛湿方-燥湿和胃,601510038,六和汤,《太平惠民和剂局方》,砂仁，法半夏，焊苦杏仁，人参，炙甘草，茯苓，广藿香，白扁豆，木瓜，香薷，姜厚朴，生姜，大枣,祛暑化湿，健脾和胃,心脾不调，气不升降，霍乱转筋，呕吐泄泻，寒热交作，痰喘咳嗽，胸膈痞满，头目昏痛，肢体浮肿，嗜卧倦怠，小便赤涩，伤寒阴阳不分，冒暑伏热烦闷，或成痢疾，中酒烦渴畏食；舌苔白滑,与“六合汤”(《普济方》)为异名同方
祛湿方-燥湿和胃,601510045,全生白术散,《全生指迷方》,白术，大腹皮，生姜，陈皮，茯苓,健脾理气，分消水湿,妊娠子肿，面目肿如水状,"原名：白术散；方名见“全生白术散”(《女科撮要》)。与“白术汤""(《普济方》)为异名同方"
祛湿方-燥湿和胃,601510052,藿朴夏苓汤,《感证辑要》引《医原》,广藿香，厚朴，姜半夏，茯苓，苦杏仁，薏苡仁，猪苓，豆蔻，淡豆豉，泽泻，通草,解表化湿,湿温初起，恶寒无汗，身热不扬，肢体困倦，肌肉烦疼，面色垢腻，口不渴或渴不欲饮，胸次痞闷，大便溏而不爽；舌苔白滑或腻，脉濡缓或沉细似伏,与“藿朴胃苓汤”（《湿温时疫治疗法》）为异名同方
祛湿方-燥湿和胃,601510069,不换金正气散,《太平惠民和剂局方》,姜厚朴，广藿香，甘草，炒半夏曲，漂苍术，陈皮，生姜,解表化湿，和胃止呕,湿浊内停，兼有表寒证。四时伤寒，瘴疫时气，头疼壮热，腰背拘急，山岚瘴气，寒热往来，霍乱吐泻，赤白下痢，五种膈气，咳嗽痰涎，行步喘乏；舌苔白腻,"与“不换金散”(《易简方》)、""真方不换金正气散”(《普济方》)、“普贤正气散”(《证治准绳》)为异名同方"
祛湿方-燥湿和胃,601510076,柴平汤,《增补内经拾遗方论》引《宦邸便方》,柴胡，黄芩片，人参，法半夏，甘草，陈皮，漂苍术，姜厚朴,和解少阳，祛湿和胃,疚疟，湿疟，食疟；春嗽，发时一身尽痛，手足沉重，寒多热少，脉濡；小儿饮食无节，复受风暑之气，寒热交作，胸腹胀满，痞闷不通，面黄恶食，症轻者,"与""柴平饮""(《证治宝鉴》)、“柴平煎”(《中医大辞典》)为异名同方"
祛湿方-燥湿和胃,601510083,回生散,《是斋百一选方》,陈皮，广藿香,醒脾和胃,霍乱吐泻，但存一点胃气；孕妇呕泻脉虚者,
祛湿方-燥湿和胃,601510090,双解饮子,《医学纲目》引《太平惠民和剂局方》,麸煨肉豆蔻，肉豆蔻，草豆蔻，姜厚朴，厚朴，炙甘草，甘草，煨姜，生姜,温中燥湿，行气健脾,疟疾及脾虚食少,"与“交加散”“草豆蔻散""(《鸡峰普济方》)、""交解饮”(《三因极一病证方论》)、“生熟饮子”(《杨氏家藏方》)、“交解饮子”(《御药院方》)、“交加双解饮子""(《卫生宝鉴》)、“交加饮子""(《普济方》)为异名同方"
祛湿方-清热祛湿,601520013,茵陈蒿汤,《伤寒论》,茵陈，栀子，大黄,清热，利湿，退黄,湿热黄疸，一身面目俱黄，色鲜明如橘子，腹微满口中渴，小便不利，舌苔黄腻，脉沉实或滑数,
祛湿方-清热祛湿,601520020,八正散,《太平惠民和剂局方》,车前子，瞿麦，篇蓄，滑石，栀子，炙甘草，木通，熟大黄，灯心草,清热泻火，利水通淋,湿热淋证。心经邪热，一切蕴毒，咽干口燥，大渴引饮，心忪面热，烦躁不宁，目赤睛疼，唇焦鼻衄，口舌生疮，咽喉肿痛，及小便赤涩，或癃闭不通，热淋，血淋；舌苔白腻,
祛湿方-清热祛湿,601520037,三仁汤,《温病条辨》,焊苦杏仁，滑石，通，草豆蔻，淡竹叶，厚朴，薏苡仁，姜半夏,宣畅气机，清利湿热,暑温夹湿之湿重于热证。湿温初起，头痛恶寒，身重疼痛，舌白不渴，脉弦细而濡，面色淡黄，胸闷不饥，午后身热，状若阴虚，病难速已,
祛湿方-清热祛湿,601520044,连朴饮,《随息居重订霍乱论》,姜厚朴，姜黄连，石，莒，蒲，姜半夏，炒淡豆豉，焦栀子，芦根,清热化湿，理气和中,湿热霍乱，霍乱吐利，胸脘痞闷，口渴心烦，小便短赤；舌苔黄腻，脉滑数,
祛湿方-清热祛湿,601520051,拈痛汤,《兰室秘藏》,羌活，防风，升麻，葛根，麸炒白术，麸炒苍术，当归身，人参，甘草，苦参，酒黄芩，知母，茵陈，猪苓，泽泻,利湿清热，疏风止痛,湿热相搏，外感风邪证。湿热为病，肩背沉重，肢节疼痛，胸膈不利；舌苔白腻，脉弦数,与“当归拈痛汤”(《医学发明》)为异名同方
祛湿方-清热祛湿,601520068,二妙散,《丹溪心法》,盐黄柏，麸炒苍术,清热燥湿,湿热下注证。筋骨疼痛，脚膝无力，或足膝红肿热痛或下部湿疮，以及湿热带下，淋浊等症；舌苔黄腻,"与“二妙汤”(《寿世保元》)、""二妙丸""(《医学纲目》)为异名同方"
祛湿方-清热祛湿,601520075,加味三妙丸,《医学正传》,黄柏，漂苍术，当归尾，川牛膝，防己，醋龟甲，绵草薛,清热燥湿，通利筋脉,痿证湿热侵淫证。四肢痿软，身体困重，下肢尤甚。或见发热胸脘痞闷，小便短少涩痛；苔黄腻，脉细数,"与“经验加味二妙丸""(《医学六要》)、“加味二妙丸”(《寿世保元》)为异名同方"
祛湿方-清热祛湿,601520082,五淋散,《太平惠民和剂局方》,茯苓，当归，甘草，赤芍，栀子,清热凉血，利水通淋,膀胱有热，水道不通，尿少次频，脐腹急痛，作止有时，劳倦即发，或尿如豆汁，或尿有砂石，或尿淋如膏，或热淋尿血,
祛湿方-清热祛湿,601520099,黄芩滑石汤,《温病条辨》,豆蔻，黄芩片，滑石粉，通草，茯苓皮，猪苓，大腹皮,清热利湿,湿温邪在中焦，发热身痛，汗出热解，继而复热，渴不多饮，或不渴；舌苔淡黄而滑，脉缓,
祛湿方-清热祛湿,601520105,宣痹汤,《温病条辨》,防己，焊苦杏仁，滑石粉，连翘，栀子，薏苡仁，法半夏，蚕沙，赤小豆，皮,清化湿热，通络止痛,湿热痹证。湿聚热蒸，阻于经络，寒战发热，骨节烦疼，面色痿黄，小便短赤，舌苔黄腻或灰滞,
祛湿方-清热祛湿,601520112,石韦散,《外台秘要》引《集验方》,石韦，冬葵果，瞿麦，滑石，车前子,清热利湿，通淋排石,淋病，小便不利，溺时刺痛,"与“石韦瞿麦散”“长将散”(《鸡峰普济方》)、“石韦饮""(《赤水玄珠全集》)为异名同方"
祛湿方-清热祛湿,601520129,甘露消毒丹,《医效秘传》,滑石粉，茵陈，黄芩片，石，莒，蒲，木通，川贝母，射干，连翘，豆蔻，广藿香，薄荷,利湿化浊，清热解毒,湿温时疫，邪在气分，湿热并重证,"与“普济解疫丹”(《温热经纬》)、""普济解毒饮""(《续名医类案》)为异名同方"
祛湿方-清热祛湿,601520136,苦参汤,《疡科心得集》引《疡医大全》,苦参，蛇床子，白芷，金银花，野菊花，黄柏，地肤子，石，莒，蒲,清热燥湿止痒,疹出不能敛，血死肌表，色变青黑，久则身热发肿，其青黑之色，从外溃烂，脓水淋漓，痛痒不常者,
祛湿方-清热祛湿,601520143,清中汤,《证治准绳》引《医学统旨》,陈皮，姜半夏，茯苓，炙甘草，炒栀子，黄连片，草豆蔻,清热化湿，理气和胃,湿热中阻证。症见胃脘疼痛、口干苦、头重如裹、纳呆恶心、溲黄便秘；苔黄腻、脉滑数,
祛湿方-清热祛湿,601520150,清肝止淋汤,《傅青主女科》,醋白芍，当归，酒地黄，阿胶，牡丹皮，黄柏，牛膝，黑豆，酒香附，大枣,养血清肝,赤带。妇人血虚火旺，带下色红，似血非血，淋沥不断,
祛湿方-清热祛湿,601520174,三妙丸,《医学正传》,黄柏，漂苍术，牛膝,燥湿清热，消肿止痛,湿热下注引起的湿热痹证、湿疹痒痛、脚气肿痛、湿热带下等,
祛湿方-清热祛湿,601520181,四妙丸,《成方便读》,苍术，黄柏，牛膝，薏苡仁,清热利湿，通筋利痹,湿热萎证，两足麻木，筋骨酸痛等。用于治疗丹毒，急慢性肾炎，湿疹，骨髓炎，关节炎等,
祛湿方-清热祛湿,601520198,化毒除湿汤,《疡科心得集》,当归尾，泽兰，薏苡仁，牡丹皮，赤芍，金银花，枳壳，通草,燥湿解毒,湿热遏郁，血脉瘀滞，下部疳疮，局部肿胀，疼痛；舌红，苔黄腻,
祛湿方-清热祛湿,601520211,栀子柏皮汤,《伤寒论》,栀子，炙甘草，黄柏,清热泻湿退黄,肝胆湿热发黄证。身黄如橘子皮色，发热，无汗或汗出不畅，小便不利而色黄；舌红，苔黄，脉滑数,与“柏皮汤”(《鸡峰普济方》)、“柏皮散”(《永乐大典》引《全婴方论》)为异名同方
祛湿方-清热祛湿,601520228,香连丸,《太平惠民和剂局方》,萸黄连，木香,清热燥湿,湿热胸膈痞闷，赤白痢下，腹痛，里急后重,
祛湿方-清热祛湿,601520235,秦艽丸,《太平圣惠方》,秦艽，苦参，大黄，黄芪，防风，漏芦，黄连片，酒乌梢蛇,清热除湿，祛风止痒,风湿热毒外侵，遍身生疥，干痒，搔之皮起，现用于脓窠疮，慢性湿疹，神经性皮炎，皮肤瘙痒症，寻常性狼疮，盘状性红斑狼疮,
祛湿方-清热祛湿,601520242,止带方,《世补斋不谢方》,猪苓，茯苓，车前子，泽泻，茵陈，赤芍，牡丹皮，黄柏，栀子，牛膝,清热利湿止带,湿热下注之黄带。带下量多，色黄，黏稠，有臭气，或伴阴部瘙痒，胸闷心烦，口苦咽干，纳食较差，小腹或少腹作痛，小便短赤；舌红，苔黄腻，脉濡数,
祛湿方-清热祛湿,601520259,大黄硝石汤,《金匮要略》,大黄，硝石，黄柏，栀子,泄热通腑，兼以利尿,黄疸。黄色鲜明，身热口渴，腹满拒按，大便燥结，小便短赤，舌苔黄厚而干，脉滑数有力,
祛湿方-清热祛湿,601520266,当归贝母苦参丸,《金匮要略》,当归，浙贝母，苦参,养血润燥，清热利湿,妊娠小便淋漓不尽，溲时涩痛，尿色黄赤；舌质红苔黄，脉滑数,与“苦参丸”(《三因极一病证方论》)为异名同方
祛湿方-清热祛湿,601520273,矾石丸,《金匮要略》,白矾，苦杏仁,清热利湿，杀虫止痒,胞中湿热证。症见妇女白带频，或阴户湿痒，舌苔白或黄而腻，脉滑小数,
祛湿方-清热祛湿,601520280,茯苓戎盐汤,《金匮要略》,茯苓，白术，大青盐,健脾利湿，益肾通淋,劳淋，或淋证日久，饮食减少，身体瘦弱，腰膝酸软，四肢无力，小便涩痛，频数量少，舌淡苔白，脉沉无力,与“戎盐汤”(《本草纲目》)为异名同方
祛湿方-清热祛湿,601520297,金匮苦参汤,《金匮要略》,苦参,清热燥湿，祛风杀虫,(1)狐惑病之蚀于前阴者，以及阴肿、阴痒，疥癞等，用本方煎洗患处。(2)内服可治血痢，大风癞疾，赤白带下，阴肿阴痒等,原名：苦参汤
祛湿方-清热祛湿,601520303,狼牙汤,《金匮要略》,狼，牙,清热燥湿，杀虫止痒,妇人阴中湿热证。症见阴中生疮，糜烂肿痛，痒甚，带下黄浊，淋漓不止，脉滑而数,组成“仙鹤草根芽”代用原方组成“狼牙”
祛湿方-清热祛湿,601520310,牡蛎泽泻散,《伤寒论》,牡蛎，泽泻，蜀漆，葶苈子，生商陆，海藻，天花粉,逐水清热，软坚散结,实肿阳水证，症见腰以下水肿，小便短赤，脉滑数有力,"原方含组成“白饮”,为米汤"
