id,name,description,alias
640,泻火涤痰,运用具有清泄火热、降气涤痰等作用的方药或相关疗法，以治疗痰热或痰火壅盛所致病证的治法。,"清火涤痰, 清火化痰"
641,清肺化痰,清肺药与祛痰药并用，以治疗痰热壅肺或闭肺等所致病证的治法。,
642,清热化痰宣肺,运用具有清热化痰、开宣肺气等作用的方药或相关疗法，以治疗痰热闭肺等所致病证的治法。,
643,宣肺清热化饮,运用具有宣通肺气、清热化饮等作用的方药或相关疗法，以治疗肺热饮停等所致病证的治法。,
644,清心豁痰,清心泻火药与豁痰药并用，以治疗痰火扰神等所致病证的治法 。,
645,清热化痰开窍,运用具有清除热邪、化痰开窍等作用的方药或相关疗法，以治疗痰热内闭等所致病证的治法。,
646,清胆化痰宁神,运用具有清热化痰、清胆宁神等作用的方药或相关疗法，以治疗胆经痰火所致病证的治法。,
647,润燥化痰,运用具有生津、润燥、化痰等作用的方药或相关疗法，以治疗燥痰所致病证的治法。,"润肺化痰, 润化燥痰"
648,燥湿化痰,运用具有健脾燥湿、祛痰化浊等作用的方药或相关疗法，以治疗痰湿、痰浊等所致病证的治法。,
649,渗湿化痰,运用具有淡渗利湿、祛除痰液等作用的方药或相关疗法，以治疗痰湿等所致病证的治法。,
650,祛痰化浊,运用具有祛除痰湿、消散痰浊等作用的方药或相关疗法，以治疗痰浊等所致病证的治法。,
651,温化痰饮,泛指运用具有温运阳气、祛痰化饮等作用的方药或相关疗法，以治疗痰饮内停等所致病证的一类治法。,
652,温阳化饮,运用具有温运阳气、祛痰化饮等作用的方药或相关疗法，以治疗痰饮内停等所致病证的治法。,"温化寒饮, 温散寒饮"
653,散寒化饮,运用具有辛温散寒、温化水饮等作用的方药或相关疗法，以治疗寒饮射肺所致病证的治法。,
654,解表化饮,运用具有发汗解表、散寒化饮等作用的方药或相关疗法，以治疗表寒里饮、寒饮射肺所致病证的治法。,
655,化饮宽胸,运用具有化饮消水、宽胸利膈等作用的方药或相关疗法，以治疗饮停胸胁、寒饮伏肺等所致病证的治法。,
656,温肺化饮,运用具有温肺阳、化寒饮等作用的方药或相关疗法，以治疗寒饮停肺等所致病证的治法。,
657,宣肺化饮,运用具有宣通肺气、温阳化饮等作用的方药或相关疗法，以治疗饮邪客肺等所致病证的治法。,
658,化饮平喘,运用具有温阳化饮、宣肺平喘等作用的方药或相关疗法，以治疗寒饮伏肺、饮邪客肺等所致哮喘病证的治法。,
659,泻肺逐饮,运用具有下气泻肺、逐水化饮等作用的方药或相关疗法，以治疗饮邪停肺所致病证的治法。,
660,化饮宁心,运用具有温阳化饮、利水宁心等作用的方药或相关疗法，以治疗饮停心包所致病证的治法。,
661,温脾化饮,运用具有温脾助运、温化水饮等作用的方药或相关疗法，以治疗寒饮困脾、脾虚水泛等所致病证的治法。,
662,温胃化饮,运用具有温阳和胃、温化寒饮等作用的方药或相关疗法，以治疗寒饮停胃所致病证的治法。,
663,温肾化饮,运用具有温阳益肾、温化水饮等作用的方药或相关疗法，以治疗肾虚水泛、阳虚饮停所致病证的治法。,
664,温化寒痰,运用具有温阳散寒、理气化痰等作用的方药或相关疗法，以治疗寒痰等所致病证的治法。,
665,祛寒化痰,温阳散寒药与祛痰药并用，以治疗寒痰等所致病证的治法。,
666,温肺化痰,运用具有温阳暖肺、温化寒痰等作用的方药或相关疗法，以治疗寒痰阻肺所致病证的治法。,
667,温脾化痰,运用具有温阳补脾、温化寒痰等作用的方药或相关疗法，以治疗脾虚痰凝、胃寒痰逆等所致病证的治法。,
668,温肾化痰,运用具有温阳补肾、温化寒痰等作用的方药或相关疗法，以治疗肾虚寒痰等所致病证的治法。,
669,化痰散结,祛痰药与消积软坚药并用，以治疗痰核留结等所致病证的治法。,
670,豁痰软坚,涤痰破气药与软坚散结或解毒药等并用，以治疗痰瘀搏结、痰毒瘀结所致瘿瘤、癌肿的治疗方法。,"涤痰软坚, 涤痰散结, 涤痰破结"
671,祛痰宣痹,运用具有祛除痰浊、宣通痹阻等作用的方药或相关疗法，以治疗痰浊痹阻等所致病证的治法。,
672,化痰通络,祛痰药与通络药并用，以治疗痰阻经络等所致病证的治法。,
673,化痰消瘿,化痰行气药与软坚消散药并用，以治疗痰浊结聚所致瘿瘤病证的治法。,
674,祛痰化瘀,祛痰药与化瘀药并用，以治疗痰瘀搏结、痰瘀兼夹等所致病证的治法。,
675,祛痰化瘀宽心,祛痰化瘀药与宽心通络药并用，以治疗痰阻心脉、痰瘀阻络等所致病证的治法。,
676,祛痰化瘀宽膈,祛痰化瘀药与宽胸利膈药并用，以治疗痰瘀阻膈所致病证的治法。,
677,祛痰化瘀宣肺,祛痰化瘀药与宣肺下气药并用，以治疗痰瘀阻肺等所致病证的治法。,
678,开窍法,泛指运用具有开闭通窍、苏醒神志等作用的方药或相关疗法，以治疗邪气闭阻等所致病证的一类治法。,
679,开窍通闭,运用具有开窍醒神、宣通闭阻等作用的方药或相关疗法，以治疗邪闭心窍、邪闭清窍等所致病证的治法。,
680,宁心开窍,运用具有宁心定志、醒神开窍等作用的方药或相关疗法，以治疗惊恐伤神所致气厥、血厥、痰厥等病证的治法。,
681,行气开窍,运用具有理气行滞、宣闭开窍等作用的方药或相关疗法，以治疗气闭神厥、邪气闭阻等所致病证的治法。,
682,芳香开窍,运用气味芳香或辛香走窜，具有开窍醒神、宣闭辟秽等作用的方药或相关疗法，以治疗邪气闭阻所致病证的治法。,
683,开窍泄浊,运用具有芳香开窍、利湿泄浊等作用的方药或相关疗法，以治疗湿浊蒙窍、瘀浊阻塞、湿浊内闭等所致病证的治法。,
684,利湿开窍,运用具有芳香化浊、利湿通窍等作用的方药或相关疗法，以治疗湿蒙清窍、湿浊内闭等所致病证的治法。,"化湿开窍, 化湿通窍"
685,开噤通关,运用具有辛香走窜、开窍取嚏等作用的药末吹鼻或擦龈等方法，以治疗昏厥后牙关紧闭等病证的治法。,
686,散寒开窍,运用气味辛香走窜，具有温阳散寒、宣闭通窍等作用的方药或相关疗法，以治疗寒厥及寒凝心脉等所致病证的治法。,"辛温开窍, 辛温通窍, 散寒通窍"
687,清热开窍,运用具有清热泻火、开窍醒神等作用的方药或相关疗法，以治疗热陷心包、热闭心神等所致病证的治法。,
688,辛凉开窍,运用气味辛香，具有清热凉血、开窍宣闭等作用的方药或相关疗法，以治疗邪犯清窍或营热闭神等所致病证的治法。,
689,凉营开窍,运用具有清热凉营、开窍醒神等作用的方药或相关疗法，以治疗热入心营、营热闭神等所致病证的治法。,
690,清心开窍,运用具有清心泻火、开窍醒神等作用的方药或相关疗法，以治疗热陷心包、热闭心神、营热闭神等所致病证的治法。,
691,祛暑开窍,运用具有清热解暑、开窍醒神等作用的方药或相关疗法，以治疗暑入心包、暑热闭神等所致病证的治法。,
692,祛暑开闭,运用具有清热解暑、行气开闭等作用的方药或相关疗法，以治疗暑闭气机、暑入心包等所致病证的治法。,
693,解毒开闭,运用具有解毒辟秽、宣通闭阻等作用的方药或相关疗法，以治疗疫毒内闭等所致病证的治法。,
694,解毒开肺,运用具有清肺解毒、宣闭通窍等作用的方药或相关疗法，以治疗热毒闭肺、麻毒闭肺、痧毒冲心等所致病证的治法。,
695,解毒开窍,运用具有解毒辟秽、开窍醒神等作用的方药或相关疗法，以治疗浊毒闭神等所致病证的治法。,
696,化痰开窍,运用具有涤痰化浊、宣闭开窍等作用的方药或相关疗法，以治疗痰厥及痰迷心窍、浊毒闭神等所致病证的治法。,"祛痰开窍, 涤痰开窍, 豁痰开窍"
697,祛痰化湿开窍,运用具有祛痰化湿、宣闭开窍等作用的方药或相关疗法，以治疗痰湿蒙蔽、痰湿上阻等所致病证的治法。,
698,搜风祛痰开窍,运用具有搜风祛痰、宣闭开窍等作用的方药或相关疗法，以治疗风痰上攻、风痰闭神等所致病证的治法。,
699,消石开闭,运用具有消石、行气、开闭等作用的方药或相关疗法，以治疗石阻气闭等所致病证的治法。,
700,杀虫法,泛指运用具有驱虫杀虫、解除虫毒等作用的方药，以治疗寄生虫或虫螫所致病证的一类治法。,
701,驱蛔杀虫,运用具有驱除、杀死蛔虫等作用的方药，以治疗虫积肠道等所致病证的治法。,
702,驱虫攻下,驱虫药与攻下药并用，以治疗虫积肠道、蛔结肠闭所致病证的治法。,
703,温脏安蛔,运用具有温中散寒、安蛔止痛等作用的方药，以治疗胃寒虫扰、虫扰胆膈等所致病证的治法。,
704,清热安蛔,运用具有清除热邪、安蛔止痛等作用的方药，以治疗热扰虫窜等所致病证的治法。,
705,安蛔止厥,运用具有安蛔止痛、温阳回厥等作用的方药或相关疗法，以治疗蛔厥等病证的治法。,
706,祛风杀虫,运用具有杀虫解毒、祛风清热等作用的方药或相关疗法，以治疗虫毒风热结肤、风毒蕴肤等所致病证的治法。,
707,燥湿杀虫,运用具有杀虫敛疮、燥湿止痒或软坚散结等作用的方药或相关疗法，以治疗虫湿壅络、虫寄皮下等所致病证的治法。,
708,祛痰杀虫,祛痰药与杀虫药并用，以治疗虫痰互结、虫寄皮下、虫邪犯肺等所致病证的治法。,
709,杀虫解毒,运用具有驱虫杀虫、解毒等作用的方药或相关疗法，以治疗虫毒结聚等所致病证的治法。,
710,杀虫止痒,运用具有杀虫解毒、祛风止痒等作用的方药或相关疗法，以治疗虫毒蕴结肌肤、虫寄皮下、虫扰魄门等所致病证的治法。,
711,杀虫解毒宣肺,运用具有杀虫解毒、宣肺理气等作用的方药，以治疗虫邪犯肺、虫毒侵肺、蛊毒侵肺等所致病证的治法。,
712,杀虫消疳,运用具有驱虫杀虫、消除疳积等作用的方药或相关疗法，以治疗虫积、虫积化疳等所致病证的治法。,
713,健脾驱虫,补脾药与驱虫药并用，以治疗脾虚虫积等所致病证的治法。,
714,杀虫宁神,运用具有驱虫杀虫、宁神定痫等作用的方药，以治疗囊虫侵脑、吸虫侵脑等扰动心神所致病证的治法。,
715,安神法,泛指运用具有安神定志、镇心定悸等作用为主的方药或相关疗法，以治疗外感、内伤或情志郁结，诸邪扰动心神等所致病证的一类治法。,
716,健脑安神,运用具有滋补强壮、填髓健脑、养心安神等作用的方药或相关疗法，以治疗髓海不足、精髓亏虚、肾虚髓亏、心虚神怯、心神劳伤等所致病证的治法。,
717,益气安神,运用具有补气养心、安神定志等作用的方药或相关疗法，以治疗心气虚、心肺气虚、心肾两虚及邪伤正气、扰动心神所致病证的治法。,
718,养血安神,运用具有补血养心、安神定志等作用的方药或相关疗法，以治疗心血虚、心气血两虚及心脾两虚、心肝两虚等扰动心神所致病证的治法。,
719,安神止痒,运用具有养血安神、祛风止痒等作用的方药或相关疗法，以治疗阴血亏虚、肌肤失养等扰动心神所致瘙痒病证的治法。,
720,滋阴安神,运用具有滋阴养心、安神定志等作用的方药或相关疗法，以治疗心阴虚、虚火扰心及阴虚火旺、阴虚邪恋等扰动心神所致病证的治法。,
721,养心安神,运用具有补心、安神、定志等作用的方药或相关疗法，以治疗心虚神怯、心神劳伤、心神惑乱、惊恐伤神及诸脏虚损、心神不宁等所致病证的治法。,
722,益肾宁神,运用具有补肾益精、安神定志等作用的方药或相关疗法，以治疗惊恐伤神、心神惑乱、心肾两虚、心肾不交等所致病证的治法。,
723,安神定志,运用具有镇静安神、宁心定志等作用的方药或相关疗法，以治疗心虚神怯、心虚惊悸、心神劳伤、惊恐伤神及外感、内伤邪扰心神所致病证的治法。,"宁心定志, 宁心定悸"
724,解郁安神,运用具有理气解郁、安神定志等作用的方药或相关疗法，以治疗情志郁结、肝郁气滞、忧思气郁、忧郁气结、忧伤神气等所致病证的治法。,
725,和中安神,运用具有消食和胃、安神定志等作用的方药或相关疗法，以治疗胃不和则卧不安、胃滞气逆等邪扰心神所致病证的治法。,
726,解毒安神,运用具有解毒化浊、安神定志等作用的方药或相关疗法，以治疗浊毒扰神等所致病证的治法。,
727,镇惊安神,运用具有重镇定惊、宁心定志等作用的方药或相关疗法，以治疗惊恐伤神等所致病证的治法。,
728,重镇安神,运用具有重镇潜阳、安神定志等作用的方药或相关疗法，以治疗阳亢扰神或心阴虚阳亢、肝肾阴虚阳亢等所致病证的治法。,
729,消导法,泛指运用具有消食导滞、散积软坚等作用的方药或相关疗法，以治疗食积胃肠、乳食积滞、痰核留结、痰瘀搏结、痰毒瘀结、石阻气机、虫痰互结等所致病证的一类治法。,
730,消食导滞,运用具有消乳化食、消食化积、行气导滞等作用的方药或相关疗法，以治疗食积胃肠、乳食积滞等所致病证的治法。,
731,消食和中,运用具有消食导滞、宽中和胃等作用的方药或相关疗法，以治疗食滞胃肠、食积胃肠等所致病证的治法。,
732,消食止呕,运用具有消食导滞、降逆止呕等作用的方药或相关疗法，以治疗饮食积滞所致呕吐等病证的治法。,
733,消食止痛,运用具有消食导滞、和中止痛等作用的方药或相关疗法，以治疗食积胃痛、食积腹痛、食滞胃肠等所致病证的治法。,
734,消食解毒,运用具有消食、导滞、解毒等作用的方药或相关疗法，以治疗食物中毒等所致病证的治法。,
735,清热导滞,消食导滞药与清热药并用，以治疗食积发热、食滞胃热等所致病证的治法。,
736,消痞化积,运用具有行气导滞、消痞化积等作用的方药或相关疗法，以治疗肝胃气滞、脾虚食积、胃虚气滞等所致病证的治法。,
737,泄热消痞,运用具有行气导滞、泄热消痞等作用的方药或相关疗法，以治疗太阳痞证、胃热气滞等病证的治法。,
738,和中消痞,运用具有行气导滞、和胃消痞等作用的方药或相关疗法，以治疗食积伤胃、脾虚食积等所致病证的治法。,
739,软坚散结,运用具有咸寒软坚、化痰散结，或消癥除积等作用的方药或相关疗法，以治疗痰核留结、痰瘀搏结等所致病证的治法。,"软坚消结, 散结软坚"
740,益气散结,运用具有益气扶正、软坚散结等作用的方药或相关疗法，以治疗气虚痰结所致瘿瘤、癥积等病证的治法。,
741,养营软坚,运用具有补血养营、软坚散结等作用的方药或相关疗法，以治疗营血亏虚、血虚挟痰所致痰核、瘰疬、瘿瘤、癥积等病证的治法。,
742,养阴软坚,运用具有滋养阴精、软坚散结等作用的方药或相关疗法，以治疗阴虚痰阻、痰核留结等所致病证的治法。,
743,舒筋散结,运用具有温通筋脉、软坚散结等作用的方药或相关疗法，以治疗劳伤筋脉、风寒湿凝滞筋骨、瘀阻脉络等所致病证的治法。,
744,软坚消瘿,运用具有软坚散结、化痰消瘿等作用的方药或相关疗法，以治疗痰浊结聚、痰瘀互结等所致病证的治法。,
745,宽胸散结,运用具有通阳宣痹、软坚散结、理气宽胸等作用的方药或相关疗法，以治疗痰瘀痹阻、寒痰阻肺、瘀阻胸膈等病证的治法。,
746,通乳散结,运用具有疏通乳络、软坚散结消痈等作用的方药或相关疗法，以治疗痰瘀互结所致乳痈等病证的治法。,
747,软坚消癥,运用具有软坚散结、祛瘀消癥等作用的方药或相关疗法，以治疗痰瘀搏结所致痰核、瘰疬、瘿瘤、癥积等病证的治法。,
748,破积散结,运用具有软坚散结、破血消癥等作用的方药或相关疗法，以治疗气血瘀滞、气血瘀积等所致瘿瘤、癥积病证的治法。,"破积消结, 破积消癥, 破积消聚"
749,消石导滞,运用具有软坚散结、消石导滞等作用的方药或相关疗法，以治疗石阻气机等所致病证的治法。,
750,分消上下,涌吐祛痰药与清利二便药并用，以开上、宣中、导下，促使病邪分别从上下排出，治疗三焦湿热、暑湿弥漫三焦等病证的治法。,
751,分消走泄,运用具有清利小便、导泻大便等作用的方药或相关疗法以分消病邪，治疗湿温化燥等所致病证的治法。,
752,固涩法,泛指运用药味酸涩，具有收敛固涩作用的方药或相关疗法，以治疗气血津精摄纳失职、滑脱不禁等病证的一类治法。,
753,补气固摄,运用具有补益或扶助正气作用的方药或相关疗法，以增强人体脏腑经脉的统领或固摄功能，治疗气虚不摄、气虚下陷等所致病证的治法。,
754,固表止汗,运用具有补益固表、收敛止汗等作用的方药或相关疗法，治疗表虚、卫表不固等所致病证的治法。,"敛汗固表, 固表敛汗"
755,益气固表,运用具有补气益卫、固表止汗等作用的方药或相关疗法，以治疗卫表不固、气不摄津等所致病证的治法。,
756,补肺固表,运用具有补益肺气、固表止汗等作用的方药或相关疗法，以治疗肺虚、肺卫不固等所致病证的治法。,
757,敛阴固表,运用具有滋补阴液、固表止汗等作用的方药或相关疗法，以治疗阴虚、卫表不固等所致病证的治法。,
758,扶阳固表,运用具有温补阳气、固摄肌表等作用的方药或相关疗法，以治疗阳虚、卫表不固等所致病证的治法。,
759,敛肺止咳,运用具有补益肺气及收敛止咳等作用的方药或相关疗法，以治疗肺气亏虚所致久咳病证的治法。,
760,敛肺平喘,运用具有补肺及敛肺平喘等作用的方药或相关疗法，以治疗肺气亏虚所致久咳喘嗽等病证的治法。,
761,益气摄精,运用具有补益脾肾、固摄精血等作用的方药或相关疗法，以治疗气虚不摄、脾肾不固等所致病证的治法。,
762,升提固涩,益气升提药与收敛固涩药并用，以治疗气虚下陷、气虚不摄等病证的治法。,
763,固摄止血,运用具有收涩固摄、敛血止血等作用的方药或相关疗法，以治疗气不摄血、脾不统血、肝不藏血等所致血溢病证的治法。,
764,固气摄血,运用具有补气固摄、敛血止血等作用的方药或相关疗法，以治疗气不摄血所致病证的治法。,
765,固经止血,运用具有补虚调经、固涩止血等作用的方药或相关疗法，以治疗气虚不摄、肾虚不固、肝不藏血所致崩中、漏下、经间期出血等病证的治法。,
766,固冲止血,运用具有调摄冲任、固经止血等作用的方药或相关疗法，以治疗冲任不固等所致病证的治法。,
767,固崩止血,运用具有收涩敛摄、固经止血等作用的方药或相关疗法，以治疗冲任失调所致血崩、漏下等病证的治法。,
768,止血安胎,运用具有固经止血、养胎安胎等作用的方药或相关疗法，以治疗胎元不固所致胎漏、胎动不安等病证的治法。,
769,摄血固脱,运用具有固涩止血、补气摄血等作用的方药或相关疗法，以治疗气随血脱、气血两脱等所致病证的治法。,
770,固护阴液,运用具有收敛固涩、滋阴增液等作用的方药或相关疗法，以治疗阴虚液脱、真阴衰竭所致病证的治法。,
771,固摄敛泪,运用具有补气固摄、收敛泪液等作用的方药或相关疗法，以治疗气不摄津所致冷泪等病证的治法。,
772,固涩敛乳,运用具有补气固摄、收敛乳汁等作用的方药或相关疗法，以治疗气虚不摄所致乳汁自溢、乳泣等病证的治法。,"补气敛乳, 补气摄乳"
773,涩肠止泻,运用具有固涩肠道、收敛止泻等作用的方药或相关疗法，以治疗大肠虚冷、小肠虚寒等所致病证的治法。,
774,涩肠止痢,运用具有固涩肠道、收敛止痢等作用的方药或相关疗法，以治疗休息痢等病证的治法。,
775,涩肠固脱,运用具有敛涩肠道、益气固脱等作用的方药或相关疗法，以治疗泻痢不止、津气欲脱等所致病证的治法。,
776,敛汗固脱,运用具有峻补元气、固脱敛汗等作用的方药或相关疗法，以治疗气虚欲脱、津气欲脱、阴虚液脱、阳气欲脱等所致病证的治法。,
777,补肾固涩,运用具有补肾固元、摄纳敛精等作用的方药或相关疗法，以治疗肾虚不固等所致病证的治法。,"固摄下元, 固摄肾气"
778,温肾固涩,运用具有温肾培元、收敛涩精等作用的方药或相关疗法，以治疗肾阳虚、肾虚不固及下元虚寒等所致病证的治法。,
779,补肾固精,运用具有补益肾气、固摄精液等作用的方药或相关疗法，以治疗肾虚不固所致肾失摄纳、肾虚失约、封藏失职、后阴不固等病证的治法。,"固肾摄精, 补肾摄精"
780,补肾固冲,运用具有补肾固经、调摄冲任等作用的方药或相关疗法，以治疗肾虚冲任不固等所致病证的治法。,
781,固冲止带,运用具有固摄冲任、补肾止带等作用的方药或相关疗法，以治疗冲任不固等所致带下病证的治法。,"固肾涩带, 固肾止带"
782,涩精止遗,运用具有收敛固涩、涩精止遗等作用的方药或相关疗法，以治疗气虚不摄、肾气不固等所致病证的治法。,
783,固脬止遗,运用具有补益肾气、固脬涩精等作用的方药或相关疗法，以治疗肾虚不固、肾虚失约、膀胱失约等所致病证的治法。,
784,固脬止尿,通过具有补肾培元、固摄膀胱等作用的方药或相关疗法，以治疗肾虚不固所致遗尿、小便失禁等病证的治法。,
785,固脬止淋,运用补益肾气、固摄膀胱为主，佐以具有清热止淋等作用的方药或相关疗法，以治疗肾虚湿热及肾虚膀胱蕴热、膀胱失约等所致病证的治法。,
786,固肾安胎,运用具有补肾固涩、摄纳安胎等作用的方药或相关疗法，以治疗肾虚不固、肾虚滑脱所致胎动不安、胎漏、小产、滑胎等病证的治法。,
787,补肾固脱,运用具有补肾培元、收敛固摄等作用的方药或相关疗法，以治疗肾气不固、元气欲脱等所致病证的治法。,
788,温肾固脱,运用具有温肾固本、摄纳收敛等作用的方药或相关疗法，以治疗肾气不固、元阳虚脱等所致病证的治法。,
789,温阳固脱,温阳益气药与固涩药并用，以治疗阳气欲脱等所致病证的治法。,
790,治痈疡法,泛指运用具有清热、解毒、消肿、排脓、祛腐、生肌、敛疮等作用的方药或相关疗法，以治疗痈疡疮疖等病证的一类治法。,
791,消痈散疖,运用具有软坚、消肿、解毒、散结等作用的方药或相关疗法，以促使痈疖疮疡消散的治法。,
792,消肿散结,运用具有软坚消肿、化瘀散结等作用的方药或相关疗法，以消散肿块，治疗痰瘀搏结等所致病证的治法。,
793,消肿软坚,运用具有软坚化痰、散结消肿等作用的方药或相关疗法，以消散肿块，治疗痰核留结、痰瘀搏结等所致病证的治法。,"软坚消肿, 消肿溃坚"
794,消散疔疮,运用具有消散作用的方药或相关疗法，以消肿解毒，促使疔疮消散的治法。,
795,消肿止痛,运用具有消除肿胀、消散肿块等作用的方药或相关疗法，以缓急止痛的治法。,
796,活血消痈,运用具有活血化瘀、消散痈肿等作用的方药或相关疗法，以治疗瘀血阻滞、痰结血瘀所致疮疡等病证的治法。,
797,活血祛腐,运用具有活血化瘀、解毒祛腐等作用的方药或相关疗法，以排出疮疡内蓄毒邪，促使腐肉脱落，治疗毒蕴肌肤等所致病证的治法。,
798,祛瘀排脓,运用活血祛瘀为主，佐以具有消肿排脓等作用的方药或相关疗法，促使脉通血畅，以治疗外伤瘀滞化脓等所致病证的治法。,"散瘀排脓, 逐瘀排脓"
799,通乳消痈,运用具有疏通乳络、消散痈肿等作用的方药或相关疗法，以消散乳痈的治法。,
800,解毒消痈,运用具有祛除毒邪、消散痈肿等作用的方药或相关疗法，以排出痈疡疮毒，治疗湿毒化火、热郁成痈、毒盛酿脓、脓毒蕴积等所致病证的治法。,
801,解毒消肿,运用具有祛除或化解邪毒、消肿散结等作用的方药或相关疗法，以治疗虫毒侵袭肌肤、虫毒结聚、食毒蕴肤、虫兽咬伤等所致病证的治法。,"化毒消肿, 化毒散结"
802,解毒止痛,运用具有祛除毒邪、缓急止痛等作用的方药或相关疗法，以治疗包括风毒、寒毒、湿毒、水毒、燥毒、热毒、火毒、胎毒、虫毒、蛇毒等各种毒邪侵袭、结聚、内传脏腑等所致痛证的治法。,
803,敛疮止痛,运用具有解毒敛疮、散瘀定痛等作用的方药或相关疗法，以减轻疼痛，促进疮口愈合，治疗风毒蕴肤、风火热毒、湿热蒸舌、湿热下注、湿热瘀阻、暑湿蕴结、湿毒化火、火毒壅滞、火毒攻口、毒邪流窜、毒盛肉腐、火毒流窜、胎毒蕴肤、虫毒结聚、风热乘脾、心脾实热、火毒传脾、正虚毒炽等所致疮口不敛、疼痛等病证的治法。,
804,活血解毒,运用具有活血通络、凉血和营以祛除毒邪等作用的方药或相关疗法，治疗热毒壅结、火毒凝结、火毒内陷、毒窜经络、寒毒瘀阻等所致病证的治法。,"解毒化瘀, 解毒通络"
805,排脓解毒,运用具有排除脓液、消解毒邪或托毒外出等作用的方药或相关疗法，以治疗毒盛酿脓、脓毒蕴积等所致病证的治法。,
806,化痰解毒,化痰药与解毒药并用，以治疗痰结毒聚、痰毒壅喉、痰毒瘀结等所致病证的治法。,
807,通腑消痈,运用具有攻下通腑、解毒消痈等作用的方药或相关疗法，以治疗痈疡兼有腑实、毒邪内攻、肠道瘀滞、脓毒犯脏等所致病证的治法。,
808,祛腐消肿,运用具有提脓祛腐、解毒消肿等作用的方药或相关疗法，以治疗热盛肉腐、毒盛肉腐、毒腐肌骨等所致病证的治法。,
809,祛腐泄毒,运用具有祛腐生肌、排脓泄毒等作用的方药或相关疗法，以治疗热盛肉腐、毒盛肉腐、毒腐肌骨、脓毒蚀骨等所致病证的治法。,
810,发汗解毒,运用具有解表发汗、解毒排毒等作用的方药或相关疗法，以促使毒邪随汗而解，治疗风毒犯表所致病证的治法。,
811,解毒护阴,运用具有消解毒邪、涵养或固护阴液等作用的方药或相关疗法，以治疗热毒伤阴、燥毒伤阴、余毒伤阴等所致病证的治法。,
812,宣泄血毒,运用具有宣通开泄、清解血分热毒、火毒等作用的方药或相关疗法，以治疗湿毒化火、火热邪毒壅盛、火毒内攻、火毒迫血、蝶疮流注、疔疮走黄等所致病证的治法。,
813,清解余毒,运用具有清热透泄、消解余毒等作用的方药或相关疗法，以治疗余毒攻窜、余毒凝滞、余毒未清等疮疡病证的治法。,
814,提脓拔毒,运用具有提脓、拔毒、祛腐等作用的方药或相关疗法，以使内蕴脓毒得以排出，治疗脓毒蕴积等所致病证的治法。,
815,箍毒消肿,运用具有箍聚疮毒、散瘀定痛、化痰拔毒等作用的方药及相关疗法，以收束疮形、消散疮肿，或促其透脓穿溃的治法。,
816,化毒成脓,运用具有提毒透托、化腐煨脓等作用的方药或外治疗法，促使毒邪移深居浅、液化成脓，以治疗疮疡等病证的治法。,
817,聚毒排脓,运用具有箍聚疮毒、提毒排脓等作用的方药或相关疗法，以治疗脓毒蕴积、虫毒结聚等所致病证的治法。,
818,提脓祛腐,运用具有提脓拔毒、祛腐敛疮等作用的方药或相关疗法，促使疮疡内蓄脓毒排尽、腐肉脱落，以治疗脓毒所致病证的治法。,"祛腐排脓, 祛腐提脓, 提脓去腐"
819,补益托毒,运用具有补益扶正、消解毒邪、托毒外出等作用的方药或相关疗法，以治疗正虚毒炽、正虚毒结、正虚毒陷、正虚毒恋等所致病证的治法。,"扶正解毒, 扶正托毒"
820,托毒透邪,运用具有托毒和补托等作用的方药或相关疗法，以扶正达邪、托毒外出或透邪出毒，治疗毒邪内攻及脓毒、火毒、虫毒、蛇毒内攻或内陷，正虚毒陷等所致病证的治法。,
821,和营托毒,运用具有凉血和营、托毒透邪等作用的方药或相关疗法，以治疗热毒或火毒壅滞肌肤、邪入气营、营血热盛等所致疮疡病证的治法。,
822,托毒护心,运用具有补益托毒、解毒护心等作用的方药或相关疗法，以托邪、透毒外出，治疗痧毒冲心、梅毒攻心及疮疡、蛇毒、火毒等内攻脏腑或邪陷正脱等所致病证的治法。,
823,补气解毒,补气药与解毒药并用，以治疗气虚或正虚毒恋、邪陷正脱等所致病证的治法。,
824,滋阴托毒,运用具有滋阴清热、透邪托毒等作用的方药或相关疗法，以治疗血热伤阴、正虚脓毒、余毒伤阴等所致病证的治法。,
825,排脓消肿,运用具有祛除脓液、散结消肿等作用的方药或相关疗法，以消散肿块，治疗脓毒、痰瘀搏结、瘀血结聚等所致病证的治法。,
826,清热排脓,运用具有清热解毒、排脓消肿等作用的方药或相关疗法，以治疗热毒酿脓、热郁成痈、脓毒蕴积等所致病证的治法。,
827,清热祛腐,运用具有清热透托、提脓祛腐等作用的方药或相关疗法，以促使内蕴热毒排出而脓腐脱落，治疗热盛肉腐、脓毒蕴积等所致病证的治法。,
828,通腑排脓,运用具有泻下通腑、解毒排脓等作用的方药或相关疗法，以治疗脓毒犯脏、虫毒结聚等所致病证的治法。,
829,扶正排脓,运用具有扶助正气、排除脓液、消解邪毒等作用的方药或相关疗法，以治疗正虚脓毒等所致病证的治法。,
830,托里排脓,运用补益内托为主，佐以具有拔毒透脓的方药或相关疗法，以治疗正虚毒炽、正虚毒结、正虚脓毒、血热内陷、火毒内陷等所致病证的治法。,
831,托毒排脓,运用具有解毒透邪、补益内托等作用的方药或相关疗法，以治疗毒邪内攻及脓毒、火毒、疹毒、虫毒、蛇毒等所致病证的治法。,
